"","Mod_Path","ko_id","ko_symbol","ko_name","sub_category","broad_category","mod.path_name"
"665","map02020","K22501","appX","cytochrome bd-II ubiquinol oxidase subunit AppX [EC:7.1.1.7]","Two-component system","","Two-component system"
"666","map02020","K23236","safA","two-component-system connector protein SafA","Two-component system","","Two-component system"
"667","map02020","K23514","prhI","RNA polymerase sigma-19 factor, ECF subfamily","Two-component system","","Two-component system"
"668","map02020","K23548","hupU","uptake hydrogenase small subunit [EC:1.12.99.6]","Two-component system","","Two-component system"
"669","map02020","K23549","hupV","uptake hydrogenase large subunit [EC:1.12.99.6]","Two-component system","","Two-component system"
"670","map02020","K25211","hptA","hexose phosphate transport regulatory protein HptA","Two-component system","","Two-component system"
"671","map02020","K25212","hptS","two-component system, sensor histidine kinase HptS [EC:2.7.13.3]","Two-component system","","Two-component system"
"672","map02020","K25213","hptR","two-component system, response regulator HptR","Two-component system","","Two-component system"
"673","map02020","K25307","etp","low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48]","Two-component system","","Two-component system"
"674","map02020","K25864","mzrA","modulator protein MzrA","Two-component system","","Two-component system"
"675","map04020","K00476","ASPH","aspartate beta-hydroxylase [EC:1.14.11.16]","Calcium signaling","calcium process","Calcium signaling pathway"
"676","map04020","K00871","PHKG","phosphorylase kinase gamma subunit [EC:2.7.11.19]","Calcium signaling","calcium process","Calcium signaling pathway"
"677","map04020","K00907","MYLK","myosin-light-chain kinase [EC:2.7.11.18]","Calcium signaling","calcium process","Calcium signaling pathway"
"678","map04020","K00911","ITPK","1D-myo-inositol-triphosphate 3-kinase [EC:2.7.1.127]","Calcium signaling","calcium process","Calcium signaling pathway"
"679","map04020","K01116","PLCG1","phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]","Calcium signaling","calcium process","Calcium signaling pathway"
"680","map04020","K01242","CD38","ADP-ribosyl cyclase 1 [EC:3.2.2.6 2.4.99.20]","Calcium signaling","calcium process","Calcium signaling pathway"
"681","map04020","K02183","CALM","calmodulin","Calcium signaling","calcium process","Calcium signaling pathway"
"682","map04020","K02582","NGFB","nerve growth factor, beta","Calcium signaling","calcium process","Calcium signaling pathway"
"683","map04020","K02677","PRKCA","classical protein kinase C alpha type [EC:2.7.11.13]","Calcium signaling","calcium process","Calcium signaling pathway"
"684","map04020","K03176","TRKA","neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"685","map04020","K03914","PAR1","coagulation factor II (thrombin) receptor","Calcium signaling","calcium process","Calcium signaling pathway"
"686","map04020","K03915","BDKRB1","bradykinin receptor B1","Calcium signaling","calcium process","Calcium signaling pathway"
"687","map04020","K03916","BDKRB2","bradykinin receptor B2","Calcium signaling","calcium process","Calcium signaling pathway"
"688","map04020","K04129","CHRM1","muscarinic acetylcholine receptor M1","Calcium signaling","calcium process","Calcium signaling pathway"
"689","map04020","K04130","CHRM2","muscarinic acetylcholine receptor M2","Calcium signaling","calcium process","Calcium signaling pathway"
"690","map04020","K04131","CHRM3","muscarinic acetylcholine receptor M3","Calcium signaling","calcium process","Calcium signaling pathway"
"691","map04020","K04133","CHRM5","muscarinic acetylcholine receptor M5","Calcium signaling","calcium process","Calcium signaling pathway"
"692","map04020","K04135","ADRA1A","adrenergic receptor alpha-1A","Calcium signaling","calcium process","Calcium signaling pathway"
"693","map04020","K04136","ADRA1B","adrenergic receptor alpha-1B","Calcium signaling","calcium process","Calcium signaling pathway"
"694","map04020","K04137","ADRA1D","adrenergic receptor alpha-1D","Calcium signaling","calcium process","Calcium signaling pathway"
"695","map04020","K04141","ADRB1","adrenergic receptor beta-1","Calcium signaling","calcium process","Calcium signaling pathway"
"696","map04020","K04142","ADRB2","adrenergic receptor beta-2","Calcium signaling","calcium process","Calcium signaling pathway"
"697","map04020","K04143","ADRB3","adrenergic receptor beta-3","Calcium signaling","calcium process","Calcium signaling pathway"
"698","map04020","K04144","DRD1","dopamine receptor D1","Calcium signaling","calcium process","Calcium signaling pathway"
"699","map04020","K04149","HRH1","histamine receptor H1","Calcium signaling","calcium process","Calcium signaling pathway"
"700","map04020","K04150","HRH2","histamine receptor H2","Calcium signaling","calcium process","Calcium signaling pathway"
"701","map04020","K04157","HTR2","5-hydroxytryptamine receptor 2","Calcium signaling","calcium process","Calcium signaling pathway"
"702","map04020","K04160","HTR4","5-hydroxytryptamine receptor 4","Calcium signaling","calcium process","Calcium signaling pathway"
"703","map04020","K04161","HTR5","5-hydroxytryptamine receptor 5","Calcium signaling","calcium process","Calcium signaling pathway"
"704","map04020","K04162","HTR6","5-hydroxytryptamine receptor 6","Calcium signaling","calcium process","Calcium signaling pathway"
"705","map04020","K04163","HTR7","5-hydroxytryptamine receptor 7","Calcium signaling","calcium process","Calcium signaling pathway"
"706","map04020","K04166","AGTR1","angiotensin II receptor type 1","Calcium signaling","calcium process","Calcium signaling pathway"
"707","map04020","K04169","GRPR","gastrin-releasing peptide receptor","Calcium signaling","calcium process","Calcium signaling pathway"
"708","map04020","K04189","CD184","C-X-C chemokine receptor type 4","Calcium signaling","calcium process","Calcium signaling pathway"
"709","map04020","K04194","CCKAR","cholecystokinin A receptor","Calcium signaling","calcium process","Calcium signaling pathway"
"710","map04020","K04195","CCKBR","cholecystokinin B receptor","Calcium signaling","calcium process","Calcium signaling pathway"
"711","map04020","K04197","EDNRA","endothelin receptor type A","Calcium signaling","calcium process","Calcium signaling pathway"
"712","map04020","K04198","EDNRB","endothelin receptor type B","Calcium signaling","calcium process","Calcium signaling pathway"
"713","map04020","K04211","NTSR1","neurotensin receptor 1","Calcium signaling","calcium process","Calcium signaling pathway"
"714","map04020","K04222","TACR1","tachykinin receptor 1","Calcium signaling","calcium process","Calcium signaling pathway"
"715","map04020","K04223","TACR2","tachykinin receptor 2","Calcium signaling","calcium process","Calcium signaling pathway"
"716","map04020","K04224","TACR3","tachykinin receptor 3","Calcium signaling","calcium process","Calcium signaling pathway"
"717","map04020","K04226","AVPR1A","arginine vasopressin receptor 1A","Calcium signaling","calcium process","Calcium signaling pathway"
"718","map04020","K04227","AVPR1B","arginine vasopressin receptor 1B","Calcium signaling","calcium process","Calcium signaling pathway"
"719","map04020","K04229","OXTR","oxytocin receptor","Calcium signaling","calcium process","Calcium signaling pathway"
"720","map04020","K04248","LHCGR","lutropin-choriogonadotropic hormone receptor","Calcium signaling","calcium process","Calcium signaling pathway"
"721","map04020","K04258","PTGER1","prostaglandin E receptor 1","Calcium signaling","calcium process","Calcium signaling pathway"
"722","map04020","K04260","PTGER3","prostaglandin E receptor 3","Calcium signaling","calcium process","Calcium signaling pathway"
"723","map04020","K04262","PTGFR","prostaglandin F receptor","Calcium signaling","calcium process","Calcium signaling pathway"
"724","map04020","K04264","TBXA2R","thromboxane A2 receptor","Calcium signaling","calcium process","Calcium signaling pathway"
"725","map04020","K04266","ADOR","adenosine receptor A2a","Calcium signaling","calcium process","Calcium signaling pathway"
"726","map04020","K04267","ADORA2B","adenosine receptor A2b","Calcium signaling","calcium process","Calcium signaling pathway"
"727","map04020","K04279","PTAFR","platelet-activating factor receptor","Calcium signaling","calcium process","Calcium signaling pathway"
"728","map04020","K04282","TRHR","thyrotropin-releasing hormone receptor","Calcium signaling","calcium process","Calcium signaling pathway"
"729","map04020","K04297","LTB4R2","leukotriene B4 receptor 2","Calcium signaling","calcium process","Calcium signaling pathway"
"730","map04020","K04322","CYSLTR1","cysteinyl leukotriene receptor 1","Calcium signaling","calcium process","Calcium signaling pathway"
"731","map04020","K04323","CYSLTR2","cysteinyl leukotriene receptor 2","Calcium signaling","calcium process","Calcium signaling pathway"
"732","map04020","K04344","1","voltage-dependent calcium channel P/Q type alpha-1A","Calcium signaling","calcium process","Calcium signaling pathway"
"733","map04020","K04345","PKA","protein kinase A [EC:2.7.11.11]","Calcium signaling","calcium process","Calcium signaling pathway"
"734","map04020","K04348","CNA","serine/threonine-protein phosphatase 2B catalytic subunit [EC:3.1.3.16]","Calcium signaling","calcium process","Calcium signaling pathway"
"735","map04020","K04357","EGF","epidermal growth factor","Calcium signaling","calcium process","Calcium signaling pathway"
"736","map04020","K04358","FGF","fibroblast growth factor","Calcium signaling","calcium process","Calcium signaling pathway"
"737","map04020","K04359","PDGFA","platelet-derived growth factor subunit A","Calcium signaling","calcium process","Calcium signaling pathway"
"738","map04020","K04360","TRKB","neurotrophic tyrosine kinase receptor type 2 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"739","map04020","K04361","ERBB1","epidermal growth factor receptor [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"740","map04020","K04362","CD331","fibroblast growth factor receptor 1 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"741","map04020","K04363","CD140A","platelet-derived growth factor receptor alpha [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"742","map04020","K04446","NFATC","nuclear factor of activated T-cells, cytoplasmic 1","Calcium signaling","calcium process","Calcium signaling pathway"
"743","map04020","K04515","CAMK2","calcium/calmodulin-dependent protein kinase (CaM kinase) II [EC:2.7.11.17]","Calcium signaling","calcium process","Calcium signaling pathway"
"744","map04020","K04603","GRM1","metabotropic glutamate receptor 1","Calcium signaling","calcium process","Calcium signaling pathway"
"745","map04020","K04604","GRM5","metabotropic glutamate receptor 5","Calcium signaling","calcium process","Calcium signaling pathway"
"746","map04020","K04632","GNAS","guanine nucleotide-binding protein G(s) subunit alpha","Calcium signaling","calcium process","Calcium signaling pathway"
"747","map04020","K04633","GNAL","guanine nucleotide-binding protein G(olf) subunit alpha","Calcium signaling","calcium process","Calcium signaling pathway"
"748","map04020","K04634","GNAQ","guanine nucleotide-binding protein G(q) subunit alpha","Calcium signaling","calcium process","Calcium signaling pathway"
"749","map04020","K04635","GNA11","guanine nucleotide-binding protein subunit alpha-11","Calcium signaling","calcium process","Calcium signaling pathway"
"750","map04020","K04636","GNA14","guanine nucleotide-binding protein subunit alpha-14","Calcium signaling","calcium process","Calcium signaling pathway"
"751","map04020","K04637","GNA15","guanine nucleotide-binding protein subunit alpha-15","Calcium signaling","calcium process","Calcium signaling pathway"
"752","map04020","K04718","SPHK","sphingosine kinase [EC:2.7.1.91]","Calcium signaling","calcium process","Calcium signaling pathway"
"753","map04020","K04809","CHRNA7","nicotinic acetylcholine receptor alpha-7","Calcium signaling","calcium process","Calcium signaling pathway"
"754","map04020","K04849","2","voltage-dependent calcium channel N type alpha-1B","Calcium signaling","calcium process","Calcium signaling pathway"
"755","map04020","K04850","2","voltage-dependent calcium channel L type alpha-1C","Calcium signaling","calcium process","Calcium signaling pathway"
"756","map04020","K04851","3","voltage-dependent calcium channel L type alpha-1D","Calcium signaling","calcium process","Calcium signaling pathway"
"757","map04020","K04852","3","voltage-dependent calcium channel R type alpha-1E","Calcium signaling","calcium process","Calcium signaling pathway"
"758","map04020","K04853","4","voltage-dependent calcium channel L type alpha-1F","Calcium signaling","calcium process","Calcium signaling pathway"
"759","map04020","K04854","1","voltage-dependent calcium channel T type alpha-1G","Calcium signaling","calcium process","Calcium signaling pathway"
"760","map04020","K04855","2","voltage-dependent calcium channel T type alpha-1H","Calcium signaling","calcium process","Calcium signaling pathway"
"761","map04020","K04856","3","voltage-dependent calcium channel T type alpha-1I","Calcium signaling","calcium process","Calcium signaling pathway"
"762","map04020","K04857","1","voltage-dependent calcium channel L type alpha-1S","Calcium signaling","calcium process","Calcium signaling pathway"
"763","map04020","K04958","ITPR1","inositol 1,4,5-triphosphate receptor type 1","Calcium signaling","calcium process","Calcium signaling pathway"
"764","map04020","K04959","ITPR2","inositol 1,4,5-triphosphate receptor type 2","Calcium signaling","calcium process","Calcium signaling pathway"
"765","map04020","K04960","ITPR3","inositol 1,4,5-triphosphate receptor type 3","Calcium signaling","calcium process","Calcium signaling pathway"
"766","map04020","K04961","RYR1","ryanodine receptor 1","Calcium signaling","calcium process","Calcium signaling pathway"
"767","map04020","K04962","RYR2","ryanodine receptor 2","Calcium signaling","calcium process","Calcium signaling pathway"
"768","map04020","K04963","RYR3","ryanodine receptor 3","Calcium signaling","calcium process","Calcium signaling pathway"
"769","map04020","K04992","TRPML1","mucolipin 1","Calcium signaling","calcium process","Calcium signaling pathway"
"770","map04020","K04993","TRPML2","mucolipin 2","Calcium signaling","calcium process","Calcium signaling pathway"
"771","map04020","K04994","TRPML3","mucolipin 3","Calcium signaling","calcium process","Calcium signaling pathway"
"772","map04020","K05083","CD340","receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"773","map04020","K05084","HER3","receptor tyrosine-protein kinase erbB-3 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"774","map04020","K05085","HER4","receptor tyrosine-protein kinase erbB-4 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"775","map04020","K05089","CD140B","platelet-derived growth factor receptor beta [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"776","map04020","K05093","CD332","fibroblast growth factor receptor 2 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"777","map04020","K05094","CD333","fibroblast growth factor receptor 3 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"778","map04020","K05095","CD334","fibroblast growth factor receptor 4 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"779","map04020","K05096","VEGFR1","FMS-like tyrosine kinase 1 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"780","map04020","K05097","VEGFR3","FMS-like tyrosine kinase 4 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"781","map04020","K05098","CD309","kinase insert domain protein receptor [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"782","map04020","K05099","HGFR","proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"783","map04020","K05100","CD136","macrophage-stimulating 1 receptor [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"784","map04020","K05101","TRKC","neurotrophic tyrosine kinase, receptor type 3 [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"785","map04020","K05126","RET","proto-oncogene tyrosine-protein kinase Ret [EC:2.7.10.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"786","map04020","K05208","GRIN1","glutamate receptor ionotropic, NMDA 1","Calcium signaling","calcium process","Calcium signaling pathway"
"787","map04020","K05209","GRIN2A","glutamate receptor ionotropic, NMDA 2A","Calcium signaling","calcium process","Calcium signaling pathway"
"788","map04020","K05210","GRIN2B","glutamate receptor ionotropic, NMDA 2B","Calcium signaling","calcium process","Calcium signaling pathway"
"789","map04020","K05211","GRIN2C","glutamate receptor ionotropic, NMDA 2C","Calcium signaling","calcium process","Calcium signaling pathway"
"790","map04020","K05212","GRIN2D","glutamate receptor ionotropic, NMDA 2D","Calcium signaling","calcium process","Calcium signaling pathway"
"791","map04020","K05213","GRIN3A","glutamate receptor ionotropic, NMDA 3A","Calcium signaling","calcium process","Calcium signaling pathway"
"792","map04020","K05214","GRIN3B","glutamate receptor ionotropic, NMDA 3B","Calcium signaling","calcium process","Calcium signaling pathway"
"793","map04020","K05215","P2RX1","P2X purinoceptor 1","Calcium signaling","calcium process","Calcium signaling pathway"
"794","map04020","K05216","P2RX2","P2X purinoceptor 2","Calcium signaling","calcium process","Calcium signaling pathway"
"795","map04020","K05217","P2RX3","P2X purinoceptor 3","Calcium signaling","calcium process","Calcium signaling pathway"
"796","map04020","K05218","P2RX4","P2X purinoceptor 4","Calcium signaling","calcium process","Calcium signaling pathway"
"797","map04020","K05219","P2RX5","P2X purinoceptor 5","Calcium signaling","calcium process","Calcium signaling pathway"
"798","map04020","K05220","P2RX7","P2X purinoceptor 7","Calcium signaling","calcium process","Calcium signaling pathway"
"799","map04020","K05221","P2RXL1","P2X purinoceptor 6","Calcium signaling","calcium process","Calcium signaling pathway"
"800","map04020","K05448","VEGFA","vascular endothelial growth factor A","Calcium signaling","calcium process","Calcium signaling pathway"
"801","map04020","K05449","D","vascular endothelial growth factor C/D","Calcium signaling","calcium process","Calcium signaling pathway"
"802","map04020","K05450","D","platelet derived growth factor C/D","Calcium signaling","calcium process","Calcium signaling pathway"
"803","map04020","K05451","NGFA","nerve growth factor, alpha","Calcium signaling","calcium process","Calcium signaling pathway"
"804","map04020","K05452","GDNF","glial cell derived neurotrophic factor","Calcium signaling","calcium process","Calcium signaling pathway"
"805","map04020","K05460","HGF","hepatocyte growth factor","Calcium signaling","calcium process","Calcium signaling pathway"
"806","map04020","K05840","DRD5","dopamine receptor D5","Calcium signaling","calcium process","Calcium signaling pathway"
"807","map04020","K05849","NCX","solute carrier family 8 (sodium/calcium exchanger)","Calcium signaling","calcium process","Calcium signaling pathway"
"808","map04020","K05850","ATP2B","P-type Ca2+ transporter type 2B [EC:7.2.2.10]","Calcium signaling","calcium process","Calcium signaling pathway"
"809","map04020","K05852","PLN","phospholamban","Calcium signaling","calcium process","Calcium signaling pathway"
"810","map04020","K05853","ATP2A","P-type Ca2+ transporter type 2A [EC:7.2.2.10]","Calcium signaling","calcium process","Calcium signaling pathway"
"811","map04020","K05857","PLCD","phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]","Calcium signaling","calcium process","Calcium signaling pathway"
"812","map04020","K05858","PLCB","phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]","Calcium signaling","calcium process","Calcium signaling pathway"
"813","map04020","K05859","PLCG2","phosphatidylinositol phospholipase C, gamma-2 [EC:3.1.4.11]","Calcium signaling","calcium process","Calcium signaling pathway"
"814","map04020","K05860","PLCE","phosphatidylinositol phospholipase C, epsilon [EC:3.1.4.11]","Calcium signaling","calcium process","Calcium signaling pathway"
"815","map04020","K05861","PLCZ","phosphatidylinositol phospholipase C, zeta [EC:3.1.4.11]","Calcium signaling","calcium process","Calcium signaling pathway"
"816","map04020","K05862","VDAC1","voltage-dependent anion channel protein 1","Calcium signaling","calcium process","Calcium signaling pathway"
"817","map04020","K05863","ANT","solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31","Calcium signaling","calcium process","Calcium signaling pathway"
"818","map04020","K05865","TNNC1","troponin C, slow skeletal and cardiac muscles","Calcium signaling","calcium process","Calcium signaling pathway"
"819","map04020","K05869","CAMK4","calcium/calmodulin-dependent protein kinase IV [EC:2.7.11.17]","Calcium signaling","calcium process","Calcium signaling pathway"
"820","map04020","K05871","FAK2","focal adhesion kinase 2 [EC:2.7.10.2]","Calcium signaling","calcium process","Calcium signaling pathway"
"821","map04020","K06268","CNB","serine/threonine-protein phosphatase 2B regulatory subunit","Calcium signaling","calcium process","Calcium signaling pathway"
"822","map04020","K06856","IGH","immunoglobulin heavy chain","Calcium signaling","calcium process","Calcium signaling pathway"
"823","map04020","K07190","B","phosphorylase kinase alpha/beta subunit","Calcium signaling","calcium process","Calcium signaling pathway"
"824","map04020","K08041","ADCY1","adenylate cyclase 1 [EC:4.6.1.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"825","map04020","K08042","ADCY2","adenylate cyclase 2 [EC:4.6.1.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"826","map04020","K08043","ADCY3","adenylate cyclase 3 [EC:4.6.1.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"827","map04020","K08044","ADCY4","adenylate cyclase 4 [EC:4.6.1.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"828","map04020","K08047","ADCY7","adenylate cyclase 7 [EC:4.6.1.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"829","map04020","K08048","ADCY8","adenylate cyclase 8 [EC:4.6.1.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"830","map04020","K08049","ADCY9","adenylate cyclase 9 [EC:4.6.1.1]","Calcium signaling","calcium process","Calcium signaling pathway"
"831","map04020","K08774","TGFA","transforming growth factor, alpha","Calcium signaling","calcium process","Calcium signaling pathway"
"832","map04020","K08794","CAMK1","calcium/calmodulin-dependent protein kinase I [EC:2.7.11.17]","Calcium signaling","calcium process","Calcium signaling pathway"
"833","map04020","K09565","PPIF","peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8]","Calcium signaling","calcium process","Calcium signaling pathway"
"834","map04020","K10784","TRAV","T cell receptor alpha chain V region","Calcium signaling","calcium process","Calcium signaling pathway"
"835","map04020","K10785","TRBV","T-cell receptor beta chain V region","Calcium signaling","calcium process","Calcium signaling pathway"
"836","map04020","K12042","TNNC2","troponin C, skeletal muscle","Calcium signaling","calcium process","Calcium signaling pathway"
"837","map04020","K13240","NOS1","nitric-oxide synthase, brain [EC:1.14.13.39]","Calcium signaling","calcium process","Calcium signaling pathway"
"838","map04020","K13241","NOS2","nitric-oxide synthase, inducible [EC:1.14.13.39]","Calcium signaling","calcium process","Calcium signaling pathway"
"839","map04020","K13242","NOS3","nitric-oxide synthase, endothelial [EC:1.14.13.39]","Calcium signaling","calcium process","Calcium signaling pathway"
"840","map04020","K13755","PDE1","calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]","Calcium signaling","calcium process","Calcium signaling pathway"
"841","map04020","K14077","TPCN2","two pore calcium channel protein 2","Calcium signaling","calcium process","Calcium signaling pathway"
"842","map04020","K15040","VDAC2","voltage-dependent anion channel protein 2","Calcium signaling","calcium process","Calcium signaling pathway"
"843","map04020","K15041","VDAC3","voltage-dependent anion channel protein 3","Calcium signaling","calcium process","Calcium signaling pathway"
"844","map04020","K15590","TFEB","transcription factor EB","Calcium signaling","calcium process","Calcium signaling pathway"
"845","map04020","K16056","ORAI1","calcium release-activated calcium channel protein 1","Calcium signaling","calcium process","Calcium signaling pathway"
"846","map04020","K16057","ORAI2","calcium release-activated calcium channel protein 2","Calcium signaling","calcium process","Calcium signaling pathway"
"847","map04020","K16058","ORAI3","calcium release-activated calcium channel protein 3","Calcium signaling","calcium process","Calcium signaling pathway"
"848","map04020","K16059","STIM1","stromal interaction molecule 1","Calcium signaling","calcium process","Calcium signaling pathway"
"849","map04020","K16858","VEGFB","vascular endothelial growth factor B","Calcium signaling","calcium process","Calcium signaling pathway"
"850","map04020","K16896","TPCN1","two pore calcium channel protein 1","Calcium signaling","calcium process","Calcium signaling pathway"
"851","map04020","K17332","NFATP","nuclear factor of activated T-cells, cytoplasmic 2","Calcium signaling","calcium process","Calcium signaling pathway"
"852","map04020","K17333","NFAT4","nuclear factor of activated T-cells, cytoplasmic 3","Calcium signaling","calcium process","Calcium signaling pathway"
"853","map04020","K17334","NFAT3","nuclear factor of activated T-cells, cytoplasmic 4","Calcium signaling","calcium process","Calcium signaling pathway"
"854","map04020","K17386","PDGFB","platelet-derived growth factor subunit B","Calcium signaling","calcium process","Calcium signaling pathway"
"855","map04020","K18196","STIM2","stromal interaction molecule 2","Calcium signaling","calcium process","Calcium signaling pathway"
"856","map04020","K18496","FGF1","fibroblast growth factor 1","Calcium signaling","calcium process","Calcium signaling pathway"
"857","map04020","K18497","FGF2","fibroblast growth factor 2","Calcium signaling","calcium process","Calcium signaling pathway"
"858","map04020","K19662","PRKCB","classical protein kinase C beta type [EC:2.7.11.13]","Calcium signaling","calcium process","Calcium signaling pathway"
"859","map04020","K19663","PRKCG","classical protein kinase C gamma type [EC:2.7.11.13]","Calcium signaling","calcium process","Calcium signaling pathway"
"860","map04020","K20858","MCU","calcium uniporter protein, mitochondrial","Calcium signaling","calcium process","Calcium signaling pathway"
"861","map04020","K22428","FGF23","fibroblast growth factor 23","Calcium signaling","calcium process","Calcium signaling pathway"
"862","map04020","K22429","FGF21","fibroblast growth factor 21","Calcium signaling","calcium process","Calcium signaling pathway"
"863","map04020","K22603","FGF19","fibroblast growth factor 19","Calcium signaling","calcium process","Calcium signaling pathway"
"864","map04020","K22642","SLN","sarcolipin","Calcium signaling","calcium process","Calcium signaling pathway"
"865","map04020","K22643","MRLN","myoregulin","Calcium signaling","calcium process","Calcium signaling pathway"
"866","map04020","K23441","MST1","hepatocyte growth factor-like protein","Calcium signaling","calcium process","Calcium signaling pathway"
"867","map04020","K23445","CASQ2","calsequestrin 2","Calcium signaling","calcium process","Calcium signaling pathway"
"868","map04020","K23449","TRDN","triadin","Calcium signaling","calcium process","Calcium signaling pathway"
"869","map04020","K23450","HRC","sarcoplasmic reticulum histidine-rich calcium-binding protein","Calcium signaling","calcium process","Calcium signaling pathway"
"870","map04020","K23468","CASQ1","calsequestrin 1","Calcium signaling","calcium process","Calcium signaling pathway"
"871","map04020","K26467","ALN","another-regulin","Calcium signaling","calcium process","Calcium signaling pathway"
"872","map04020","K26468","ELN","endoregulin","Calcium signaling","calcium process","Calcium signaling pathway"
"873","map04961","K01325","2","tissue kallikrein [EC:3.4.21.35]","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"874","map04961","K01528","3","dynamin 1/3 [EC:3.6.5.5]","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"875","map04961","K01538","ATP1G1","sodium/potassium-transporting ATPase subunit gamma (FXYD domain-containing ion transport regulator 2)","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"876","map04961","K01539","ATP1A","sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13]","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"877","map04961","K01540","CD298","sodium/potassium-transporting ATPase subunit beta","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"878","map04961","K02677","PRKCA","classical protein kinase C alpha type [EC:2.7.11.13]","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"879","map04961","K03916","BDKRB2","bradykinin receptor B2","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"880","map04961","K04345","PKA","protein kinase A [EC:2.7.11.11]","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"881","map04961","K04585","PTHR1","parathyroid hormone receptor 1","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"882","map04961","K04632","GNAS","guanine nucleotide-binding protein G(s) subunit alpha","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"883","map04961","K04634","GNAQ","guanine nucleotide-binding protein G(q) subunit alpha","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"884","map04961","K04644","LCA","clathrin light chain A","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"885","map04961","K04645","LCB","clathrin light chain B","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"886","map04961","K04646","CLTC","clathrin heavy chain","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"887","map04961","K04974","TRPV5","transient receptor potential cation channel subfamily V member 5","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"888","map04961","K05261","PTH","parathyroid hormone","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"889","map04961","K05849","NCX","solute carrier family 8 (sodium/calcium exchanger)","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"890","map04961","K05850","ATP2B","P-type Ca2+ transporter type 2B [EC:7.2.2.10]","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
"891","map04961","K05858","PLCB","phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]","Regulated calcium reabsorption","calcium process","Endocrine and other factor-regulated calcium reabsorption"
